district,STATE/UT,DISTRICT,year,BananasPerCapita
1050225,KARNATAKA,CHITRADURGA,2004,6
1050226,KARNATAKA,DAKSHIN KANNADA,2004,1
1050227,KARNATAKA,DAVANAGERE,2004,11
1050228,KARNATAKA,DHARWAD,2004,5
1050229,KARNATAKA,GADAG,2004,2
1050230,KARNATAKA,GULBARGA,2004,7
1050231,KARNATAKA,HASSAN,2004,9
1050232,KARNATAKA,HAVERI,2004,2
1050233,KARNATAKA,KODAGU,2004,2
1050234,KARNATAKA,KOLAR,2004,28
1050235,KARNATAKA,KOPPAL,2004,6
1050236,KARNATAKA,MANDYA,2004,19
1050237,KARNATAKA,MYSORE,2004,18
1050238,KARNATAKA,RAICHUR,2004,5
1050239,KARNATAKA,SHIMOGA,2004,5
1050240,KARNATAKA,TUMKUR,2004,16
1050241,KARNATAKA,UDUPI,2004,0
1050242,KARNATAKA,UTTAR KANNADA,2004,3
1050243,KERALA,ALAPUZHA,2004,0
1050245,KERALA,IDUKKI,2004,0
1050246,KERALA,KANNUR,2004,0
1050247,KERALA,KASARGOD,2004,1
1050248,KERALA,KOLLAM,2004,3
1050249,KERALA,KOTTAYAM,2004,1
1050250,KERALA,KOZHIKODE,2004,8
1050251,KERALA,MALAPPURAM,2004,0
1050252,KERALA,PALAKKAD,2004,1
1050253,KERALA,PATHANAMTHITTA,2004,1
1050255,KERALA,THRISSUR,2004,2
1050254,KERALA,TRIVANDRUM,2004,5
1050260,MADHYA PRADESH,BALAGHAT,2004,13
1050261,MADHYA PRADESH,BARWANI,2004,4
1050262,MADHYA PRADESH,BETUL,2004,18
1050263,MADHYA PRADESH,BHIND,2004,35
1050264,MADHYA PRADESH,BHOPAL,2004,29
1050266,MADHYA PRADESH,CHHATARPUR,2004,17
1050267,MADHYA PRADESH,CHHINDWARA,2004,8
1050268,MADHYA PRADESH,DAMOH,2004,23
1050270,MADHYA PRADESH,DEWAS,2004,16
1050271,MADHYA PRADESH,DHAR,2004,48
1050272,MADHYA PRADESH,DINDORI,2004,1
1050274,MADHYA PRADESH,GUNA,2004,10
1050275,MADHYA PRADESH,GWALIOR,2004,31
1050276,MADHYA PRADESH,HARDA,2004,5
1050277,MADHYA PRADESH,HOSHANGABAD,2004,8
1050278,MADHYA PRADESH,INDORE,2004,35
1050279,MADHYA PRADESH,JABALPUR,2004,42
1050280,MADHYA PRADESH,JHABUA,2004,1
1050281,MADHYA PRADESH,KATNI,2004,19
1050282,MADHYA PRADESH,MANDLA,2004,6
1050283,MADHYA PRADESH,MANDSAUR,2004,8
1050284,MADHYA PRADESH,MORENA,2004,33
1050285,MADHYA PRADESH,NARSINGHPUR,2004,18
1050286,MADHYA PRADESH,NEEMUCH,2004,4
1050287,MADHYA PRADESH,PANNA,2004,15
1050288,MADHYA PRADESH,RAISEN,2004,15
1050289,MADHYA PRADESH,RAJGARH,2004,4
1050290,MADHYA PRADESH,RATLAM,2004,5
1050291,MADHYA PRADESH,REWA,2004,39
1050292,MADHYA PRADESH,SAGAR,2004,40
1050293,MADHYA PRADESH,SATNA,2004,33
1050295,MADHYA PRADESH,SEONI,2004,17
1050296,MADHYA PRADESH,SHAHDOL,2004,8
1050297,MADHYA PRADESH,SHAJAPUR,2004,15
1050298,MADHYA PRADESH,SHEOPUR,2004,3
1050299,MADHYA PRADESH,SHIVPURI,2004,7
1050300,MADHYA PRADESH,SIDHI,2004,17
1050294,MADHYA PRADESH,SIHORE,2004,6
1050301,MADHYA PRADESH,TIKAMGARH,2004,24
1050302,MADHYA PRADESH,UJJAIN,2004,13
1050304,MADHYA PRADESH,VIDISHA,2004,11
1050306,MAHARASHTRA,AHMEDNAGAR,2004,0
1050307,MAHARASHTRA,AKOLA,2004,6
1050308,MAHARASHTRA,AMRAVATI,2004,10
1050309,MAHARASHTRA,AURANGABAD,2004,25
1050311,MAHARASHTRA,BEED,2004,4
1050310,MAHARASHTRA,BHANDARA,2004,1
1050312,MAHARASHTRA,BULDHANA,2004,18
1050313,MAHARASHTRA,CHANDRAPUR,2004,3
1050314,MAHARASHTRA,DHULE,2004,1
1050315,MAHARASHTRA,GADCHIROLI,2004,3
1050316,MAHARASHTRA,GONDIA,2004,2
1050318,MAHARASHTRA,HINGOLI,2004,1
1050319,MAHARASHTRA,JALGAON,2004,6
1050320,MAHARASHTRA,JALNA,2004,24
1050321,MAHARASHTRA,KOLHAPUR,2004,29
1050322,MAHARASHTRA,LATUR,2004,39
1050323,MAHARASHTRA,NAGPUR,2004,17
1050324,MAHARASHTRA,NANDED,2004,16
1050325,MAHARASHTRA,NANDURBAR,2004,1
1050326,MAHARASHTRA,NASIK,2004,15
1050327,MAHARASHTRA,OSMANABAD,2004,1
1050328,MAHARASHTRA,PARBHANI,2004,4
1050329,MAHARASHTRA,PUNE COMMR.,2004,10
1050330,MAHARASHTRA,RAIGAD,2004,2
1050331,MAHARASHTRA,RATNAGIRI,2004,1
1050332,MAHARASHTRA,SANGLI,2004,3
1050333,MAHARASHTRA,SATARA,2004,7
1050334,MAHARASHTRA,SINDHUDURG,2004,0
1050335,MAHARASHTRA,SOLAPUR,2004,12
1050336,MAHARASHTRA,THANE,2004,17
1050337,MAHARASHTRA,WARDHA,2004,5
1050338,MAHARASHTRA,WASHIM,2004,5
1050339,MAHARASHTRA,YAVATMAL,2004,11
1050342,MANIPUR,CHURACHANDPUR,2004,0
1050344,MANIPUR,SENAPATI,2004,0
1050345,MANIPUR,TAMENGLONG,2004,0
1050347,MANIPUR,UKHRUL,2004,0
1050349,MEGHALAYA,GARO HILLS EAST,2004,0
1050353,MEGHALAYA,GARO HILLS SOUTH,2004,0
1050354,MEGHALAYA,GARO HILLS WEST,2004,1
1050351,MEGHALAYA,JAINTIA HILLS,2004,0
1050350,MEGHALAYA,KHASI HILLS EAST,2004,1
1050355,MEGHALAYA,KHASI HILLS WEST,2004,0
1050352,MEGHALAYA,RI-BHOI,2004,0
1050356,MIZORAM,AIZAWL,2004,0
1050357,MIZORAM,CHAMPHAI,2004,0
1050358,MIZORAM,KOLASIB,2004,0
1050359,MIZORAM,LAWNGTLAI,2004,0
1050360,MIZORAM,LUNGLEI,2004,0
1050361,MIZORAM,MAMIT,2004,0
1050364,NAGALAND,DIMAPUR,2004,0
1050365,NAGALAND,KOHIMA,2004,0
1050367,NAGALAND,MON,2004,0
1050369,NAGALAND,TUENSANG,2004,0
1050370,NAGALAND,WOKHA,2004,0
1050372,ODISHA,ANGUL,2004,13
1050373,ODISHA,BALASORE,2004,41
1050374,ODISHA,BARAGARH,2004,8
1050376,ODISHA,BOLANGIR,2004,6
1050377,ODISHA,BOUDH,2004,2
1050379,ODISHA,DEOGARH,2004,1
1050380,ODISHA,DHENKANAL,2004,12
1050381,ODISHA,GAJAPATI,2004,0
1050382,ODISHA,GANJAM,2004,21
1050383,ODISHA,JAGATSINGHPUR,2004,14
1050384,ODISHA,JAJPUR,2004,21
1050385,ODISHA,JHARSUGUDA,2004,0
1050386,ODISHA,KALAHANDI,2004,2
1050387,ODISHA,KANDHAMAL,2004,2
1050388,ODISHA,KENDRAPARA,2004,29
1050389,ODISHA,KEONJHAR,2004,16
1050390,ODISHA,KHURDA,2004,20
1050391,ODISHA,KORAPUT,2004,1
1050392,ODISHA,MALKANGIR,2004,1
1050393,ODISHA,MAYURBHANJ,2004,21
1050395,ODISHA,NAYAGARH,2004,1
1050394,ODISHA,NOWRANGPUR,2004,0
1050396,ODISHA,NUAPADA,2004,1
1050397,ODISHA,PURI,2004,19
1050398,ODISHA,RAYAGADA,2004,0
1050399,ODISHA,SAMBALPUR,2004,0
1050400,ODISHA,SONEPUR,2004,0
1050401,ODISHA,SUNDARGARH,2004,2
1050406,PUNJAB,AMRITSAR,2004,7
1050407,PUNJAB,BHATINDA,2004,5
1050408,PUNJAB,FARIDKOT,2004,1
1050409,PUNJAB,FATEHGARH SAHIB,2004,4
1050410,PUNJAB,FEROZEPUR,2004,6
1050411,PUNJAB,GURDASPUR,2004,3
1050412,PUNJAB,HOSHIARPUR,2004,13
1050413,PUNJAB,JALANDHAR,2004,14
1050415,PUNJAB,LUDHIANA,2004,5
1050416,PUNJAB,MANSA,2004,3
1050417,PUNJAB,MOGA,2004,7
1050418,PUNJAB,MUKTSAR,2004,1
1050420,PUNJAB,PATIALA,2004,9
1050421,PUNJAB,ROPAR,2004,0
1050422,PUNJAB,SANGRUR,2004,3
1050423,RAJASTHAN,AJMER,2004,8
1050424,RAJASTHAN,ALWAR,2004,30
1050425,RAJASTHAN,BANSWARA,2004,7
1050426,RAJASTHAN,BARAN,2004,3
1050427,RAJASTHAN,BARMER,2004,9
1050428,RAJASTHAN,BHARATPUR,2004,16
1050429,RAJASTHAN,BHILWARA,2004,11
1050430,RAJASTHAN,BIKANER,2004,23
1050431,RAJASTHAN,BUNDI,2004,4
1050432,RAJASTHAN,CHITTORGARH,2004,7
1050433,RAJASTHAN,CHURU,2004,7
1050434,RAJASTHAN,DAUSA,2004,14
1050435,RAJASTHAN,DHOLPUR,2004,12
1050436,RAJASTHAN,DUNGARPUR,2004,5
1050437,RAJASTHAN,GANGANAGAR,2004,20
1050438,RAJASTHAN,HANUMANGARH,2004,12
1050439,RAJASTHAN,JAIPUR,2004,39
1050440,RAJASTHAN,JAISALMER,2004,3
1050441,RAJASTHAN,JALORE,2004,8
1050442,RAJASTHAN,JHALAWAR,2004,4
1050443,RAJASTHAN,JHUNJHUNU,2004,14
1050444,RAJASTHAN,JODHPUR,2004,15
1050445,RAJASTHAN,KARAULI,2004,11
1050446,RAJASTHAN,KOTA,2004,10
1050447,RAJASTHAN,NAGAUR,2004,16
1050448,RAJASTHAN,PALI,2004,12
1050449,RAJASTHAN,RAJSAMAND,2004,3
1050450,RAJASTHAN,SAWAI MADHOPUR,2004,13
1050451,RAJASTHAN,SIKAR,2004,17
1050452,RAJASTHAN,SIROHI,2004,6
1050453,RAJASTHAN,TONK,2004,5
1050454,RAJASTHAN,UDAIPUR,2004,14
1050455,SIKKIM,EAST,2004,0
1050456,SIKKIM,NORTH,2004,0
1050458,SIKKIM,WEST,2004,0
1050461,TAMIL NADU,COIMBATORE,2004,11
1050462,TAMIL NADU,CUDDALORE,2004,6
1050463,TAMIL NADU,DHARMAPURI,2004,2
1050464,TAMIL NADU,DINDIGUL,2004,7
1050465,TAMIL NADU,ERODE,2004,7
1050466,TAMIL NADU,KANCHIPURAM,2004,5
1050467,TAMIL NADU,KANYAKUMARI,2004,0
1050468,TAMIL NADU,KARUR,2004,3
1050469,TAMIL NADU,MADURAI,2004,12
1050470,TAMIL NADU,NAGAPATTINAM,2004,5
1050471,TAMIL NADU,NAMAKKAL,2004,8
1050472,TAMIL NADU,NILGIRIS,2004,2
1050473,TAMIL NADU,PERAMBALUR,2004,4
1050474,TAMIL NADU,PUDUKOTTAI,2004,2
1050475,TAMIL NADU,RAMNATHAPURAM,2004,2
1050476,TAMIL NADU,SALEM,2004,21
1050477,TAMIL NADU,SIVAGANGAI,2004,7
1050478,TAMIL NADU,THANJAVUR,2004,5
1050479,TAMIL NADU,THENI,2004,1
1050484,TAMIL NADU,THIRUNELVELI,2004,7
1050480,TAMIL NADU,THIRUVALLUR,2004,14
1050485,TAMIL NADU,THIRUVANNAMALAI,2004,3
1050481,TAMIL NADU,THIRUVARUR,2004,2
1050482,TAMIL NADU,THOOTHUGUDI,2004,2
1050486,TAMIL NADU,VELLORE,2004,6
1050487,TAMIL NADU,VILLUPURAM,2004,5
1050489,TRIPURA,DHALAI,2004,1
1050490,TRIPURA,NORTH,2004,0
1050491,TRIPURA,SOUTH,2004,8
1050492,TRIPURA,WEST,2004,11
1050493,UTTAR PRADESH,AGRA,2004,70
1050495,UTTAR PRADESH,ALLAHABAD,2004,57
1050496,UTTAR PRADESH,AMBEDKAR NAGAR,2004,4
1050498,UTTAR PRADESH,AZAMGARH,2004,27
1050499,UTTAR PRADESH,BADAUN,2004,50
1050500,UTTAR PRADESH,BAGHPAT,2004,16
1050501,UTTAR PRADESH,BAHRAICH,2004,16
1050502,UTTAR PRADESH,BALLIA,2004,11
1050503,UTTAR PRADESH,BALRAMPUR,2004,3
1050504,UTTAR PRADESH,BANDA,2004,27
1050505,UTTAR PRADESH,BARABANKI,2004,25
1050506,UTTAR PRADESH,BAREILLY,2004,44
1050507,UTTAR PRADESH,BASTI,2004,17
1050508,UTTAR PRADESH,BIJNOR,2004,21
1050509,UTTAR PRADESH,BULANDSHAHAR,2004,36
1050510,UTTAR PRADESH,CHANDOLI,2004,10
1050511,UTTAR PRADESH,CHITRAKOOT DHAM,2004,8
1050512,UTTAR PRADESH,DEORIA,2004,16
1050513,UTTAR PRADESH,ETAH,2004,47
1050514,UTTAR PRADESH,ETAWAH,2004,13
1050517,UTTAR PRADESH,FATEHPUR,2004,23
1050518,UTTAR PRADESH,FIROZABAD,2004,48
1050520,UTTAR PRADESH,GHAZIABAD,2004,35
1050521,UTTAR PRADESH,GHAZIPUR,2004,17
1050522,UTTAR PRADESH,GONDA,2004,15
1050523,UTTAR PRADESH,GORAKHPUR,2004,25
1050524,UTTAR PRADESH,HAMIRPUR,2004,16
1050525,UTTAR PRADESH,HARDOI,2004,44
1050526,UTTAR PRADESH,HATHRAS,2004,24
1050530,UTTAR PRADESH,J.P.NAGAR,2004,6
1050527,UTTAR PRADESH,JALAUN,2004,28
1050528,UTTAR PRADESH,JAUNPUR,2004,29
1050529,UTTAR PRADESH,JHANSI,2004,25
1050531,UTTAR PRADESH,KANNAUJ,2004,22
1050535,UTTAR PRADESH,KUSHI NAGAR,2004,21
1050537,UTTAR PRADESH,LALITPUR,2004,6
1050538,UTTAR PRADESH,LUCKNOW,2004,48
1050539,UTTAR PRADESH,MAHARAJGANJ,2004,8
1050540,UTTAR PRADESH,MAHOBA,2004,5
1050541,UTTAR PRADESH,MAINPURI,2004,35
1050542,UTTAR PRADESH,MATHURA,2004,22
1050545,UTTAR PRADESH,MIRZAPUR,2004,20
1050546,UTTAR PRADESH,MORADABAD,2004,27
1050547,UTTAR PRADESH,MUZAFFARNAGAR,2004,23
1050548,UTTAR PRADESH,PILIBHIT,2004,21
1050549,UTTAR PRADESH,PRATAPGARH,2004,22
1050550,UTTAR PRADESH,RAIBAREILLY,2004,23
1050552,UTTAR PRADESH,SAHARANPUR,2004,19
1050555,UTTAR PRADESH,SHAHJAHANPUR,2004,41
1050556,UTTAR PRADESH,SHRAWASTI,2004,6
1050557,UTTAR PRADESH,SIDHARTHNAGAR,2004,16
1050558,UTTAR PRADESH,SITAPUR,2004,71
1050559,UTTAR PRADESH,SONBHADRA,2004,11
1050560,UTTAR PRADESH,SULTANPUR,2004,17
1050561,UTTAR PRADESH,UNNAO,2004,29
1050562,UTTAR PRADESH,VARANASI,2004,30
1050563,UTTARAKHAND,ALMORA,2004,7
1050565,UTTARAKHAND,CHAMOLI,2004,1
1050567,UTTARAKHAND,DEHRADUN,2004,6
1050568,UTTARAKHAND,HARIDWAR,2004,10
1050569,UTTARAKHAND,NAINITAL,2004,6
1050570,UTTARAKHAND,PAURI GARHWAL,2004,7
1050571,UTTARAKHAND,PITHORAGARH,2004,8
1050573,UTTARAKHAND,TEHRI GARHWAL,2004,4
1050575,UTTARAKHAND,UTTARKASHI,2004,2
1050590,WEST BENGAL,24 PARGANAS NORTH,2004,55
1050592,WEST BENGAL,24 PARGANAS SOUTH,2004,43
1050576,WEST BENGAL,BANKURA,2004,22
1050578,WEST BENGAL,BIRBHUM,2004,9
1050577,WEST BENGAL,BURDWAN,2004,40
1050585,WEST BENGAL,COOCHBEHAR,2004,6
1050580,WEST BENGAL,DARJEELING,2004,8
1050583,WEST BENGAL,HOOGHLY,2004,23
1050584,WEST BENGAL,JALPAIGURI,2004,8
1050587,WEST BENGAL,MALDA,2004,4
1050594,WEST BENGAL,PASCHIM MIDNAPUR,2004,16
1050581,WEST BENGAL,PURAB MIDNAPUR,2004,36
1050588,WEST BENGAL,MURSHIDABAD,2004,32
1050589,WEST BENGAL,NADIA,2004,30
1050591,WEST BENGAL,PURULIA,2004,8
1050593,WEST BENGAL,UTTAR DINAJPUR,2004,9
1050121,DELHI,DELHI UT TOTAL,2004,126
1050257,LAKSHADWEEP,LAKSHADWEEP,2004,0
1050003,ANDHRA PRADESH,ADILABAD,2005,21
1050004,ANDHRA PRADESH,ANANTAPUR,2005,12
1050005,ANDHRA PRADESH,CHITTOOR,2005,9
1050006,ANDHRA PRADESH,CUDDAPAH,2005,7
1050007,ANDHRA PRADESH,EAST GODAVARI,2005,15
1050008,ANDHRA PRADESH,GUNTUR,2005,16
1050010,ANDHRA PRADESH,KARIMNAGAR,2005,52
1050011,ANDHRA PRADESH,KHAMMAM,2005,14
1050012,ANDHRA PRADESH,KRISHNA,2005,11
1050013,ANDHRA PRADESH,KURNOOL,2005,9
1050014,ANDHRA PRADESH,MAHABOOBNAGAR,2005,17
1050015,ANDHRA PRADESH,MEDAK,2005,28
1050016,ANDHRA PRADESH,NALGONDA,2005,30
1050017,ANDHRA PRADESH,NELLORE,2005,11
1050018,ANDHRA PRADESH,NIZAMABAD,2005,16
1050019,ANDHRA PRADESH,PRAKASHAM,2005,7
1050020,ANDHRA PRADESH,RANGA REDDY,2005,22
1050021,ANDHRA PRADESH,SRIKAKULAM,2005,9
1050022,ANDHRA PRADESH,VISAKHAPATNAM,2005,2
1050023,ANDHRA PRADESH,VIZIANAGARAM,2005,7
1050024,ANDHRA PRADESH,WARANGAL,2005,29
1050025,ANDHRA PRADESH,WEST GODAVARI,2005,17
1050031,ARUNACHAL PRADESH,DIBANG VALLEY,2005,0
1050036,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2005,0
1050027,ARUNACHAL PRADESH,KAMENG EAST,2005,0
1050039,ARUNACHAL PRADESH,KAMENG WEST,2005,0
1050030,ARUNACHAL PRADESH,LOHIT,2005,0
1050033,ARUNACHAL PRADESH,PAPUM PARE,2005,0
1050028,ARUNACHAL PRADESH,SIANG EAST,2005,0
1050037,ARUNACHAL PRADESH,SIANG UPPER,2005,0
1050040,ARUNACHAL PRADESH,SIANG WEST,2005,0
1050032,ARUNACHAL PRADESH,SUBANSIRI LOWER,2005,0
1050038,ARUNACHAL PRADESH,SUBANSIRI UPPER,2005,0
1050034,ARUNACHAL PRADESH,TAWANG,2005,0
1050041,ASSAM,BARPETA,2005,8
1050042,ASSAM,BONGAIGAON,2005,3
1050043,ASSAM,CACHAR,2005,4
1050044,ASSAM,DARRANG,2005,4
1050046,ASSAM,DHUBRI,2005,10
1050047,ASSAM,DIBRUGARH,2005,4
1050049,ASSAM,GOLAGHAT,2005,0
1050051,ASSAM,JORHAT,2005,0
1050052,ASSAM,KAMRUP,2005,0
1050053,ASSAM,KARBI ANGLONG,2005,2
1050055,ASSAM,KOKRAJHAR,2005,2
1050056,ASSAM,LAKHIMPUR,2005,4
1050057,ASSAM,MORIGAON,2005,3
1050060,ASSAM,N.C.HILLS,2005,0
1050058,ASSAM,NAGAON,2005,2
1050061,ASSAM,SIBSAGAR,2005,2
1050062,ASSAM,SONITPUR,2005,3
1050063,ASSAM,TINSUKIA,2005,10
1050064,BIHAR,ARARIA,2005,9
1050065,BIHAR,AURANGABAD,2005,29
1050066,BIHAR,BANKA,2005,13
1050068,BIHAR,BHABHUA,2005,16
1050069,BIHAR,BHAGALPUR,2005,18
1050072,BIHAR,DARBHANGA,2005,33
1050073,BIHAR,GAYA,2005,8
1050075,BIHAR,JAMUI,2005,22
1050076,BIHAR,JEHANABAD,2005,7
1050077,BIHAR,KATIHAR,2005,26
1050079,BIHAR,KISHANGANJ,2005,3
1050080,BIHAR,LAKHISARAI,2005,8
1050082,BIHAR,MADHUBANI,2005,17
1050083,BIHAR,MUNGER,2005,11
1050084,BIHAR,MUZAFFARPUR,2005,67
1050085,BIHAR,NALANDA,2005,65
1050086,BIHAR,NAWADAH,2005,22
1050090,BIHAR,PURNEA,2005,6
1050091,BIHAR,ROHTAS,2005,37
1050092,BIHAR,SAHARSA,2005,5
1050093,BIHAR,SAMASTIPUR,2005,40
1050094,BIHAR,SARAN,2005,76
1050098,BIHAR,SIWAN,2005,31
1050099,BIHAR,SUPAUL,2005,7
1050100,BIHAR,VAISHALI,2005,72
1050103,CHHATTISGARH,BILASPUR,2005,18
1050104,CHHATTISGARH,DANTEWARA,2005,0
1050105,CHHATTISGARH,DHAMTARI,2005,2
1050106,CHHATTISGARH,DURG,2005,14
1050107,CHHATTISGARH,JANJGIR,2005,12
1050108,CHHATTISGARH,JASHPUR,2005,3
1050109,CHHATTISGARH,KANKER,2005,0
1050111,CHHATTISGARH,KORBA,2005,7
1050112,CHHATTISGARH,KORIYA,2005,3
1050113,CHHATTISGARH,MAHASAMUND,2005,3
1050114,CHHATTISGARH,RAIGARH,2005,9
1050115,CHHATTISGARH,RAIPUR,2005,16
1050116,CHHATTISGARH,RAJNANDGAON,2005,5
1050117,CHHATTISGARH,SARGUJA,2005,1
1050123,GOA,SOUTH GOA,2005,2
1050124,GUJARAT,AHMEDABAD,2005,1
1050146,GUJARAT,AHWA-DANG,2005,0
1050125,GUJARAT,AMRELI,2005,2
1050128,GUJARAT,BHARUCH,2005,0
1050129,GUJARAT,BHAVNAGAR,2005,3
1050130,GUJARAT,DAHOD,2005,0
1050131,GUJARAT,GANDHINAGAR,2005,4
1050132,GUJARAT,JAMNAGAR,2005,0
1050133,GUJARAT,JUNAGADH,2005,5
1050135,GUJARAT,KHEDA NORTH,2005,0
1050134,GUJARAT,KUTCH,2005,4
1050136,GUJARAT,MEHSANA,2005,1
1050137,GUJARAT,NARMADA,2005,0
1050138,GUJARAT,NAVSARI,2005,2
1050140,GUJARAT,PATAN,2005,0
1050141,GUJARAT,PORBANDAR,2005,1
1050142,GUJARAT,RAJKOT,2005,4
1050144,GUJARAT,SURAT,2005,17
1050145,GUJARAT,SURENDRANAGAR,2005,0
1050147,GUJARAT,VADODARA,2005,0
1050148,GUJARAT,VALSAD,2005,1
1050149,HARYANA,AMBALA,2005,9
1050150,HARYANA,BHIWANI,2005,19
1050151,HARYANA,FARIDABAD,2005,18
1050154,HARYANA,HISSAR,2005,19
1050157,HARYANA,KAITHAL,2005,6
1050158,HARYANA,KARNAL,2005,14
1050160,HARYANA,MAHENDRAGARH,2005,6
1050163,HARYANA,REWARI,2005,9
1050164,HARYANA,ROHTAK,2005,9
1050165,HARYANA,SIRSA,2005,10
1050166,HARYANA,SONIPAT,2005,14
1050167,HARYANA,YAMUNANAGAR,2005,4
1050169,HIMACHAL PRADESH,CHAMBA,2005,1
1050171,HIMACHAL PRADESH,KANGRA,2005,0
1050172,HIMACHAL PRADESH,KINNAUR,2005,0
1050173,HIMACHAL PRADESH,KULLU,2005,0
1050174,HIMACHAL PRADESH,LAHAUL-SPITI,2005,0
1050175,HIMACHAL PRADESH,MANDI,2005,0
1050176,HIMACHAL PRADESH,SHIMLA,2005,0
1050177,HIMACHAL PRADESH,SIRMAUR,2005,0
1050178,HIMACHAL PRADESH,SOLAN,2005,1
1050180,JAMMU & KASHMIR,ANANTNAG,2005,0
1050182,JAMMU & KASHMIR,BARAMULLA,2005,0
1050181,JAMMU & KASHMIR,BUDGAM,2005,0
1050183,JAMMU & KASHMIR,DODA,2005,0
1050184,JAMMU & KASHMIR,JAMMU,2005,4
1050185,JAMMU & KASHMIR,KARGIL,2005,0
1050186,JAMMU & KASHMIR,KATHUA,2005,0
1050188,JAMMU & KASHMIR,LEH,2005,0
1050190,JAMMU & KASHMIR,POONCH,2005,0
1050191,JAMMU & KASHMIR,RAJOURI,2005,0
1050192,JAMMU & KASHMIR,SRINAGAR,2005,0
1050193,JAMMU & KASHMIR,UDHAMPUR,2005,1
1050194,JHARKHAND,BOKARO,2005,19
1050195,JHARKHAND,CHATRA,2005,14
1050196,JHARKHAND,DEOGHAR,2005,3
1050197,JHARKHAND,DHANBAD,2005,48
1050198,JHARKHAND,DUMKA,2005,12
1050199,JHARKHAND,GARHWA,2005,17
1050200,JHARKHAND,GIRIDIH,2005,24
1050201,JHARKHAND,GODDA,2005,8
1050202,JHARKHAND,GUMLA,2005,2
1050203,JHARKHAND,HAZARIBAGH,2005,31
1050206,JHARKHAND,LATEHAR,2005,1
1050209,JHARKHAND,PALAMU,2005,21
1050212,JHARKHAND,RANCHI,2005,11
1050213,JHARKHAND,SAHEBGANJ,2005,4
1050214,JHARKHAND,SARAIKELA,2005,3
1050215,JHARKHAND,SIMDEGA,2005,0
1050216,KARNATAKA,BAGALKOT,2005,1
1050217,KARNATAKA,BANGALORE RURAL,2005,46
1050219,KARNATAKA,BELGAUM,2005,10
1050220,KARNATAKA,BELLARY,2005,5
1050221,KARNATAKA,BIDAR,2005,10
1050222,KARNATAKA,BIJAPUR,2005,0
1050223,KARNATAKA,CHAMARAJNAGAR,2005,3
1050224,KARNATAKA,CHICKMAGALUR,2005,7
1050225,KARNATAKA,CHITRADURGA,2005,6
1050226,KARNATAKA,DAKSHIN KANNADA,2005,2
1050227,KARNATAKA,DAVANAGERE,2005,9
1050228,KARNATAKA,DHARWAD,2005,8
1050229,KARNATAKA,GADAG,2005,4
1050230,KARNATAKA,GULBARGA,2005,12
1050231,KARNATAKA,HASSAN,2005,8
1050232,KARNATAKA,HAVERI,2005,4
1050233,KARNATAKA,KODAGU,2005,2
1050234,KARNATAKA,KOLAR,2005,19
1050235,KARNATAKA,KOPPAL,2005,4
1050236,KARNATAKA,MANDYA,2005,13
1050237,KARNATAKA,MYSORE,2005,19
1050238,KARNATAKA,RAICHUR,2005,2
1050239,KARNATAKA,SHIMOGA,2005,7
1050240,KARNATAKA,TUMKUR,2005,8
1050241,KARNATAKA,UDUPI,2005,2
1050242,KARNATAKA,UTTAR KANNADA,2005,2
1050243,KERALA,ALAPUZHA,2005,1
1050245,KERALA,IDUKKI,2005,2
1050246,KERALA,KANNUR,2005,0
1050247,KERALA,KASARGOD,2005,0
1050248,KERALA,KOLLAM,2005,2
1050249,KERALA,KOTTAYAM,2005,1
1050250,KERALA,KOZHIKODE,2005,4
1050251,KERALA,MALAPPURAM,2005,0
1050252,KERALA,PALAKKAD,2005,1
1050253,KERALA,PATHANAMTHITTA,2005,1
1050255,KERALA,THRISSUR,2005,2
1050254,KERALA,TRIVANDRUM,2005,2
1050260,MADHYA PRADESH,BALAGHAT,2005,4
1050261,MADHYA PRADESH,BARWANI,2005,2
1050262,MADHYA PRADESH,BETUL,2005,22
1050263,MADHYA PRADESH,BHIND,2005,28
1050264,MADHYA PRADESH,BHOPAL,2005,13
1050266,MADHYA PRADESH,CHHATARPUR,2005,18
1050267,MADHYA PRADESH,CHHINDWARA,2005,15
1050268,MADHYA PRADESH,DAMOH,2005,31
1050270,MADHYA PRADESH,DEWAS,2005,20
1050271,MADHYA PRADESH,DHAR,2005,41
1050272,MADHYA PRADESH,DINDORI,2005,2
1050274,MADHYA PRADESH,GUNA,2005,3
1050275,MADHYA PRADESH,GWALIOR,2005,21
1050276,MADHYA PRADESH,HARDA,2005,7
1050277,MADHYA PRADESH,HOSHANGABAD,2005,10
1050278,MADHYA PRADESH,INDORE,2005,29
1050279,MADHYA PRADESH,JABALPUR,2005,34
1050280,MADHYA PRADESH,JHABUA,2005,1
1050281,MADHYA PRADESH,KATNI,2005,30
1050282,MADHYA PRADESH,MANDLA,2005,4
1050283,MADHYA PRADESH,MANDSAUR,2005,7
1050284,MADHYA PRADESH,MORENA,2005,27
1050285,MADHYA PRADESH,NARSINGHPUR,2005,21
1050286,MADHYA PRADESH,NEEMUCH,2005,1
1050287,MADHYA PRADESH,PANNA,2005,14
1050288,MADHYA PRADESH,RAISEN,2005,8
1050289,MADHYA PRADESH,RAJGARH,2005,4
1050290,MADHYA PRADESH,RATLAM,2005,10
